vessel,begin_date,end_date,begin_port_id,end_port_id
22,2019-04-20 13:20:42,2019-04-20 18:56:51,72,72.0
22,2019-04-20 18:56:51,2019-04-23 07:13:41,72,72.0
22,2019-04-23 07:13:41,2019-04-26 02:55:48,72,72.0
22,2019-04-26 02:55:48,2019-04-26 14:46:10,72,72.0
22,2019-04-26 14:46:10,2019-04-28 08:27:12,72,72.0
22,2019-04-28 08:27:12,2019-06-01 20:46:50,72,10.0
22,2019-06-01 20:46:50,2019-06-07 07:30:43,10,19.0
22,2019-06-07 07:30:43,2019-06-10 07:33:00,19,10.0
22,2019-06-10 07:33:00,2019-06-10 11:08:50,10,10.0
22,2019-06-10 11:08:50,2019-06-12 16:04:11,10,10.0
22,2019-06-12 16:04:11,2019-06-25 10:31:59,10,96.0
22,2019-06-25 10:31:59,2019-06-26 01:28:02,96,96.0
22,2019-06-26 01:28:02,2019-06-26 04:32:02,96,96.0
22,2019-06-26 04:32:02,2019-07-20 08:54:01,96,10.0
22,2019-07-20 08:54:01,2019-08-02 11:49:09,10,96.0
22,2019-08-02 11:49:09,2019-08-25 05:37:22,96,160.0
22,2019-08-25 05:37:22,2019-08-25 08:47:18,160,160.0
22,2019-08-25 08:47:18,2019-08-25 17:42:16,160,160.0
22,2019-08-25 17:42:16,2019-12-03 12:52:47,160,100.0
22,2019-12-03 12:52:47,2019-12-04 05:30:02,100,100.0
23,2019-01-12 05:34:00,2019-02-01 09:37:00,7,156.0
23,2019-02-01 09:37:00,2019-02-01 18:49:00,156,156.0
23,2019-02-01 18:49:00,2019-02-24 03:57:00,156,111.0
23,2019-02-24 03:57:00,2019-04-16 13:31:11,111,140.0
23,2019-04-16 13:31:11,2019-04-16 22:23:12,140,140.0
23,2019-04-16 22:23:12,2019-06-20 17:42:58,140,10.0
23,2019-06-20 17:42:58,2019-07-02 04:32:27,10,10.0
23,2019-07-02 04:32:27,2019-10-05 08:05:25,10,10.0
23,2019-10-05 08:05:25,2019-11-04 20:12:14,10,7.0
23,2019-11-04 20:12:14,2019-11-15 03:47:04,7,99.0
23,2019-11-15 03:47:04,2019-11-15 06:50:05,99,99.0
23,2019-11-15 06:50:05,2019-11-15 11:32:02,99,99.0
23,2019-11-15 11:32:02,2019-11-24 08:31:09,99,154.0
23,2019-11-24 08:31:09,2019-11-24 15:52:56,154,154.0
23,2019-11-24 15:52:56,2019-11-24 18:59:09,154,154.0
23,2019-11-24 18:59:09,2019-12-09 18:56:17,154,59.0
24,2019-02-20 01:22:00,2019-03-27 16:22:00,23,160.0
24,2019-03-27 16:22:00,2019-12-09 18:27:26,160,136.0
25,2019-01-01 11:49:00,2019-01-04 10:53:00,104,104.0
25,2019-01-04 10:53:00,2019-01-04 18:56:00,104,104.0
25,2019-01-04 18:56:00,2019-01-19 07:54:00,104,149.0
25,2019-01-19 07:54:00,2019-01-19 18:57:00,149,149.0
25,2019-01-19 18:57:00,2019-02-10 08:39:00,149,156.0
25,2019-02-10 08:39:00,2019-02-21 18:54:00,156,14.0
25,2019-02-21 18:54:00,2019-06-17 13:31:01,14,10.0
25,2019-06-17 13:31:01,2019-06-26 10:20:20,10,10.0
25,2019-06-26 10:20:20,2019-07-18 10:31:07,10,27.0
25,2019-07-18 10:31:07,2019-07-19 10:31:56,27,27.0
25,2019-07-19 10:31:56,2019-09-18 21:55:33,27,23.0
25,2019-09-18 21:55:33,2019-10-18 14:44:22,23,10.0
25,2019-10-18 14:44:22,2019-11-05 18:59:16,10,96.0
25,2019-11-05 18:59:16,2019-11-06 06:49:17,96,96.0
25,2019-11-06 06:49:17,2019-11-18 14:34:35,96,10.0
25,2019-11-18 14:34:35,2019-11-19 02:30:39,10,10.0
25,2019-11-19 02:30:39,2019-12-04 18:59:35,10,33.0
26,2019-05-24 10:07:28,2019-09-09 10:25:48,23,147.0
26,2019-09-09 10:25:48,2019-10-03 23:50:47,147,80.0
27,2019-01-29 07:54:00,2019-02-01 06:56:00,7,13.0
27,2019-02-01 06:56:00,2019-03-01 13:56:00,13,139.0
27,2019-03-01 13:56:00,2019-07-27 16:29:25,139,138.0
28,2019-01-23 19:59:00,2019-08-19 02:29:30,44,91.0
29,2019-01-07 10:09:00,2019-03-06 02:15:00,147,23.0
29,2019-03-06 02:15:00,2019-09-17 18:53:33,23,147.0
30,2019-01-27 03:22:00,2019-03-10 09:53:00,91,138.0
30,2019-03-10 09:53:00,2019-03-16 21:55:00,138,138.0
31,2019-01-21 22:56:00,2019-02-17 19:56:00,82,93.0
31,2019-02-17 19:56:00,2019-02-18 10:56:00,93,93.0
31,2019-02-18 10:56:00,2019-02-26 19:52:00,93,138.0
31,2019-02-26 19:52:00,2019-03-01 16:41:00,138,83.0
31,2019-03-01 16:41:00,2019-06-11 14:55:17,83,32.0
32,2019-02-28 04:56:00,2019-06-25 10:31:25,87,91.0
33,2019-01-22 10:58:00,2019-11-23 18:56:34,154,152.0
34,2019-01-06 10:50:00,2019-03-02 13:54:00,82,35.0
35,2019-01-10 00:57:00,2019-03-07 13:58:00,160,138.0
35,2019-03-07 13:58:00,2019-11-17 18:58:15,138,160.0
36,2019-01-07 19:17:00,2019-01-10 04:57:00,10,10.0
36,2019-01-10 04:57:00,2019-02-05 19:45:00,10,96.0
36,2019-02-05 19:45:00,2019-02-19 16:54:00,96,10.0
36,2019-02-19 16:54:00,2019-02-28 16:55:00,10,140.0
36,2019-02-28 16:55:00,2019-04-02 18:58:14,140,96.0
36,2019-04-02 18:58:14,2019-05-28 14:43:02,96,97.0
36,2019-05-28 14:43:02,2019-05-29 01:31:09,97,97.0
36,2019-05-29 01:31:09,2019-05-29 07:30:20,97,97.0
36,2019-05-29 07:30:20,2019-07-11 16:30:10,97,121.0
36,2019-07-11 16:30:10,2019-07-21 05:51:21,121,99.0
36,2019-07-21 05:51:21,2019-07-21 08:42:12,99,99.0
36,2019-07-21 08:42:12,2019-08-01 08:50:55,99,30.0
36,2019-08-01 08:50:55,2019-08-01 18:59:56,30,30.0
36,2019-08-01 18:59:56,2019-08-27 12:05:06,30,99.0
36,2019-08-27 12:05:06,2019-08-27 13:38:06,99,99.0
36,2019-08-27 13:38:06,2019-08-27 14:55:05,99,99.0
36,2019-08-27 14:55:05,2019-09-27 07:26:55,99,111.0
36,2019-09-27 07:26:55,2019-11-13 14:32:08,111,76.0
36,2019-11-13 14:32:08,2019-11-14 01:50:09,76,76.0
36,2019-11-14 01:50:09,2019-11-28 18:55:30,76,104.0
36,2019-11-28 18:55:30,2019-11-29 15:49:28,104,104.0
36,2019-11-29 15:49:28,2019-11-29 18:58:24,104,104.0
36,2019-11-29 18:58:24,2019-12-13 05:09:21,104,13.0
37,2019-02-27 04:59:00,2019-06-13 10:30:43,121,115.0
38,2019-01-04 13:37:00,2019-01-05 04:55:00,82,82.0
38,2019-01-05 04:55:00,2019-01-14 04:59:00,82,36.0
38,2019-01-14 04:59:00,2019-01-16 07:26:00,36,36.0
38,2019-01-16 07:26:00,2019-01-16 11:20:00,36,36.0
38,2019-01-16 11:20:00,2019-01-30 22:57:00,36,53.0
38,2019-01-30 22:57:00,2019-02-03 16:53:00,53,140.0
38,2019-02-03 16:53:00,2019-02-22 07:50:00,140,138.0
38,2019-02-22 07:50:00,2019-02-23 16:53:00,138,138.0
38,2019-02-23 16:53:00,2019-03-25 00:57:00,138,53.0
38,2019-03-25 00:57:00,2019-06-22 07:19:08,53,51.0
38,2019-06-22 07:19:08,2019-06-26 17:38:49,51,34.0
38,2019-06-26 17:38:49,2019-10-01 17:01:46,34,115.0
38,2019-10-01 17:01:46,2019-10-05 08:04:25,115,115.0
38,2019-10-05 08:04:25,2019-10-16 00:47:40,115,115.0
38,2019-10-16 00:47:40,2019-11-17 18:58:26,115,100.0
39,2019-01-01 22:57:00,2019-02-22 22:33:00,57,91.0
39,2019-02-22 22:33:00,2019-02-23 10:19:00,91,91.0
39,2019-02-23 10:19:00,2019-12-08 18:57:21,91,160.0
39,2019-12-08 18:57:21,2019-12-09 18:57:23,160,160.0
40,2019-02-13 13:48:00,2019-08-16 17:11:20,20,10.0
40,2019-08-16 17:11:20,2019-12-05 18:57:28,10,99.0
41,2019-02-10 02:34:00,2019-02-27 07:03:00,34,72.0
41,2019-02-27 07:03:00,2019-02-27 16:01:00,72,72.0
42,2019-02-25 22:58:00,2019-02-26 04:58:00,80,80.0
42,2019-02-26 04:58:00,2019-03-19 15:36:00,80,10.0
42,2019-03-19 15:36:00,2019-03-24 00:57:00,10,10.0
42,2019-03-24 00:57:00,2019-08-20 17:09:00,10,10.0
42,2019-08-20 17:09:00,2019-11-25 12:38:17,10,54.0
42,2019-11-25 12:38:17,2019-11-28 11:05:32,54,54.0
43,2019-01-23 16:47:00,2019-03-25 18:55:00,51,51.0
44,2019-02-08 15:39:00,2019-02-26 16:56:00,72,104.0
44,2019-02-26 16:56:00,2019-05-29 19:02:50,104,54.0
45,2019-01-24 13:43:00,2019-02-21 07:55:00,58,70.0
46,2019-01-21 07:58:00,2019-01-21 13:52:00,30,30.0
46,2019-01-21 13:52:00,2019-02-16 16:58:00,30,92.0
46,2019-02-16 16:58:00,2019-02-25 03:42:00,92,30.0
46,2019-02-25 03:42:00,2019-09-12 06:39:50,30,165.0
47,2019-01-16 11:49:00,2019-01-17 04:52:00,15,15.0
47,2019-01-17 04:52:00,2019-03-15 00:55:00,15,136.0
47,2019-03-15 00:55:00,2019-04-13 16:09:02,136,46.0
47,2019-04-13 16:09:02,2019-06-25 10:31:34,46,126.0
47,2019-06-25 10:31:34,2019-08-10 11:34:06,126,120.0
47,2019-08-10 11:34:06,2019-11-17 18:57:36,120,19.0
48,2019-01-18 22:54:00,2019-02-23 16:59:00,98,54.0
48,2019-02-23 16:59:00,2019-03-12 21:44:00,54,115.0
48,2019-03-12 21:44:00,2019-03-18 18:53:00,115,115.0
49,2019-01-06 16:48:00,2019-01-07 01:48:00,88,88.0
49,2019-01-07 01:48:00,2019-03-04 22:46:00,88,138.0
50,2019-02-03 09:02:00,2019-03-07 04:59:00,72,72.0
50,2019-03-07 04:59:00,2019-03-18 07:59:00,72,72.0
50,2019-03-18 07:59:00,2019-03-22 02:40:00,72,72.0
50,2019-03-22 02:40:00,2019-11-28 01:22:22,72,115.0
51,2019-07-29 00:26:53,2019-09-14 05:53:21,72,115.0
51,2019-09-14 05:53:21,2019-09-16 05:17:40,115,115.0
51,2019-09-16 05:17:40,2019-10-22 12:56:19,115,57.0
53,2019-02-19 01:43:00,2019-03-23 21:49:00,13,13.0
53,2019-03-23 21:49:00,2019-07-02 14:37:47,13,149.0
53,2019-07-02 14:37:47,2019-07-18 05:41:53,149,115.0
53,2019-07-18 05:41:53,2019-09-12 06:42:56,115,138.0
53,2019-09-12 06:42:56,2019-11-23 18:57:21,138,165.0
53,2019-11-23 18:57:21,2019-12-11 18:57:01,165,33.0
54,2019-01-06 16:56:00,2019-01-16 07:49:00,92,149.0
54,2019-01-16 07:49:00,2019-08-27 14:54:52,149,115.0
55,2019-02-21 04:58:00,2019-03-05 22:38:00,10,96.0
55,2019-03-05 22:38:00,2019-05-18 09:44:10,96,140.0
55,2019-05-18 09:44:10,2019-05-25 09:06:17,140,31.0
56,2019-01-16 21:57:00,2019-02-03 01:58:00,83,19.0
56,2019-02-03 01:58:00,2019-02-20 04:56:00,19,136.0
56,2019-02-20 04:56:00,2019-03-09 07:57:00,136,10.0
56,2019-03-09 07:57:00,2019-03-22 09:57:00,10,20.0
56,2019-03-22 09:57:00,2019-07-03 17:51:52,20,10.0
56,2019-07-03 17:51:52,2019-07-19 14:43:47,10,31.0
56,2019-07-19 14:43:47,2019-07-20 00:19:48,31,31.0
56,2019-07-20 00:19:48,2019-08-09 04:30:12,31,93.0
56,2019-08-09 04:30:12,2019-08-09 08:54:11,93,93.0
56,2019-08-09 08:54:11,2019-10-18 02:49:36,93,24.0
56,2019-10-18 02:49:36,2019-11-15 06:56:09,24,105.0
56,2019-11-15 06:56:09,2019-11-19 02:27:02,105,10.0
56,2019-11-19 02:27:02,2019-11-19 09:48:03,10,10.0
57,2019-02-02 09:03:00,2019-02-06 04:59:00,34,72.0
57,2019-02-06 04:59:00,2019-04-18 16:31:11,72,97.0
57,2019-04-18 16:31:11,2019-04-18 22:16:12,97,97.0
57,2019-04-18 22:16:12,2019-04-21 07:30:01,97,97.0
57,2019-04-21 07:30:01,2019-05-29 08:52:51,97,30.0
57,2019-05-29 08:52:51,2019-05-29 13:31:55,30,30.0
57,2019-05-29 13:31:55,2019-05-30 02:49:59,30,30.0
57,2019-05-30 02:49:59,2019-07-01 01:24:55,30,111.0
57,2019-07-01 01:24:55,2019-07-01 05:51:45,111,111.0
57,2019-07-01 05:51:45,2019-07-14 14:44:16,111,156.0
57,2019-07-14 14:44:16,2019-07-14 23:56:04,156,156.0
57,2019-07-14 23:56:04,2019-07-26 04:29:39,156,30.0
57,2019-07-26 04:29:39,2019-07-26 10:31:22,30,30.0
57,2019-07-26 10:31:22,2019-07-26 13:31:27,30,30.0
57,2019-07-26 13:31:27,2019-07-26 18:47:35,30,30.0
57,2019-07-26 18:47:35,2019-09-05 04:28:31,30,22.0
57,2019-09-05 04:28:31,2019-09-05 10:40:30,22,22.0
57,2019-09-05 10:40:30,2019-09-05 16:31:15,22,22.0
57,2019-09-05 16:31:15,2019-09-17 17:48:11,22,32.0
57,2019-09-17 17:48:11,2019-09-18 09:27:06,32,32.0
57,2019-09-18 09:27:06,2019-09-18 13:50:54,32,32.0
57,2019-09-18 13:50:54,2019-09-19 00:02:55,32,32.0
57,2019-09-19 00:02:55,2019-09-19 05:50:57,32,32.0
57,2019-09-19 05:50:57,2019-09-25 07:31:50,32,115.0
57,2019-09-25 07:31:50,2019-09-26 13:44:47,115,115.0
57,2019-09-26 13:44:47,2019-11-06 17:57:43,115,35.0
57,2019-11-06 17:57:43,2019-12-12 18:55:48,35,138.0
57,2019-12-12 18:55:48,2019-12-13 09:44:12,138,138.0
58,2019-02-04 07:55:00,2019-02-23 04:41:00,138,138.0
58,2019-02-23 04:41:00,2019-11-16 18:58:38,138,138.0
60,2019-04-09 04:17:56,2019-05-23 06:13:29,101,10.0
61,2019-02-03 19:50:00,2019-08-25 19:00:09,13,104.0
61,2019-08-25 19:00:09,2019-09-16 05:16:27,104,7.0
62,2019-01-14 15:55:00,2019-01-14 21:52:00,80,80.0
62,2019-01-14 21:52:00,2019-01-27 19:59:00,80,154.0
62,2019-01-27 19:59:00,2019-02-20 01:57:00,154,54.0
62,2019-02-20 01:57:00,2019-03-15 18:42:00,54,7.0
62,2019-03-15 18:42:00,2019-03-25 09:59:00,7,54.0
62,2019-03-25 09:59:00,2019-09-16 05:17:26,54,33.0
63,2019-01-09 21:59:00,2019-01-19 18:35:00,111,104.0
63,2019-01-19 18:35:00,2019-02-23 09:16:00,104,156.0
64,2019-03-20 07:02:00,2019-05-21 23:10:13,71,108.0
64,2019-05-21 23:10:13,2019-06-10 07:18:31,108,71.0
64,2019-06-10 07:18:31,2019-06-17 13:31:13,71,71.0
65,2019-01-01 06:57:00,2019-03-07 04:56:00,38,11.0
65,2019-03-07 04:56:00,2019-03-27 15:14:00,11,54.0
